date,date_block_num,shop_id,item_id,item_price,item_cnt_day
20.04.2014,15,21,12840,149.0,1.0
20.04.2014,15,37,4557,399.0,1.0
20.04.2014,15,45,7912,299.0,1.0
20.04.2014,15,54,14829,799.0,1.0
20.04.2014,15,55,490,188.0,1.0
20.04.2014,15,59,8012,299.0,1.0
20.04.2014,15,21,7018,1199.0,1.0
20.04.2014,15,29,17980,149.0,1.0
20.04.2014,15,59,3424,999.0,1.0
20.04.2014,15,41,6911,599.0,1.0
20.04.2014,15,59,3014,1290.0,1.0
20.04.2014,15,21,5612,4190.0,1.0
20.04.2014,15,21,5624,2290.0,1.0
20.04.2014,15,58,18958,499.0,1.0
20.04.2014,15,51,7003,449.0,1.0
20.04.2014,15,59,5821,649.0,1.0
20.04.2014,15,45,1834,148.0,1.0
20.04.2014,15,21,5643,2290.0,1.0
20.04.2014,15,31,16748,349.0,1.0
20.04.2014,15,58,18593,349.0,1.0
20.04.2014,15,50,5816,1199.0,1.0
20.04.2014,15,21,2815,2999.0,2.0
20.04.2014,15,31,16875,749.0,1.0
20.04.2014,15,21,2416,449.0,1.0
20.04.2014,15,21,2417,349.0,1.0
20.04.2014,15,50,5272,299.0,1.0
20.04.2014,15,31,15325,899.0,2.0
20.04.2014,15,29,4636,799.0,1.0
20.04.2014,15,31,14385,149.0,1.0
20.04.2014,15,58,16167,699.0,1.0
20.04.2014,15,45,1825,148.0,1.0
20.04.2014,15,59,7980,699.0,1.0
20.04.2014,15,56,6908,1699.0,1.0
20.04.2014,15,56,6869,1049.0,1.0
20.04.2014,15,21,5639,2290.0,1.0
20.04.2014,15,29,4634,1198.7,1.0
20.04.2014,15,21,5975,299.0,1.0
20.04.2014,15,55,3037,399.0,1.0
20.04.2014,15,54,12039,58.0,1.0
20.04.2014,15,29,4394,2599.0,1.0
20.04.2014,15,58,21689,99.0,1.0
20.04.2014,15,59,5822,1049.0,1.0
20.04.2014,15,41,15631,399.0,1.0
20.04.2014,15,21,21384,399.0,1.0
20.04.2014,15,54,20658,799.0,1.0
20.04.2014,15,41,7018,1199.0,2.0
20.04.2014,15,58,21876,149.0,1.0
20.04.2014,15,29,10659,699.0,1.0
20.04.2014,15,24,482,3300.0,1.0
20.04.2014,15,45,4395,2999.0,1.0
20.04.2014,15,56,11184,199.0,1.0
20.04.2014,15,50,10971,229.0,1.0
20.04.2014,15,58,21427,149.0,1.0
20.04.2014,15,21,21864,349.0,1.0
20.04.2014,15,59,6108,224.0,1.0
20.04.2014,15,56,11101,399.0,1.0
20.04.2014,15,55,12189,399.0,1.0
20.04.2014,15,56,11083,499.0,1.0
20.04.2014,15,31,17648,249.0,1.0
20.04.2014,15,21,6471,699.0,1.0
20.04.2014,15,21,4395,2999.0,1.0
20.04.2014,15,31,13935,149.0,1.0
20.04.2014,15,31,15585,149.0,1.0
20.04.2014,15,29,15631,399.0,1.0
20.04.2014,15,50,6495,699.0,1.0
20.04.2014,15,59,944,199.0,1.0
20.04.2014,15,21,6908,1699.0,1.0
20.04.2014,15,55,9527,295.0,1.0
20.04.2014,15,59,11169,198.0,1.0
20.04.2014,15,31,19287,199.0,1.0
20.04.2014,15,21,4355,1999.0,1.0
20.04.2014,15,58,21879,299.0,1.0
20.04.2014,15,50,10456,349.0,1.0
20.04.2014,15,59,10659,699.0,2.0
20.04.2014,15,29,16209,299.0,2.0
20.04.2014,15,59,10959,399.0,1.0
20.04.2014,15,21,20607,799.0,1.0
20.04.2014,15,58,16146,1399.0,1.0
20.04.2014,15,31,18147,149.0,1.0
20.04.2014,15,21,10300,388.3,1.0
20.04.2014,15,54,12232,350.0,1.0
20.04.2014,15,21,10351,7999.0,1.0
20.04.2014,15,31,19680,298.0,1.0
20.04.2014,15,58,14259,199.0,1.0
20.04.2014,15,56,8470,349.0,1.0
20.04.2014,15,55,805,100.0,1.0
20.04.2014,15,50,4637,799.0,1.0
20.04.2014,15,31,19080,149.0,1.0
20.04.2014,15,31,19402,299.0,1.0
20.04.2014,15,55,859,188.0,1.0
20.04.2014,15,59,4178,1590.0,1.0
20.04.2014,15,52,10718,399.0,1.0
20.04.2014,15,21,11923,1199.0,2.0
20.04.2014,15,29,16111,1399.0,1.0
20.04.2014,15,21,11920,5299.0,1.0
20.04.2014,15,41,15278,799.0,1.0
20.04.2014,15,56,7007,2599.0,1.0
20.04.2014,15,54,20324,28.0,1.0
20.04.2014,15,41,15279,799.0,1.0
20.04.2014,15,50,7072,1249.0,1.0
20.04.2014,15,50,4353,1999.0,1.0
20.04.2014,15,58,15023,149.0,1.0
20.04.2014,15,31,15284,799.0,1.0
20.04.2014,15,29,4362,2199.0,1.0
20.04.2014,15,52,10497,399.0,1.0
20.04.2014,15,29,4345,599.0,1.0
20.04.2014,15,29,8058,500.0,1.0
20.04.2014,15,54,15278,799.0,1.0
20.04.2014,15,52,11050,399.0,1.0
20.04.2014,15,56,7207,199.0,1.0
20.04.2014,15,59,3928,2799.0,1.0
20.04.2014,15,41,15754,549.0,1.0
20.04.2014,15,54,18677,199.0,1.0
20.04.2014,15,21,10294,154.85,1.0
20.04.2014,15,31,19465,249.0,1.0
20.04.2014,15,50,6857,399.0,1.0
20.04.2014,15,21,3173,299.0,1.0
20.04.2014,15,56,7940,10490.0,2.0
20.04.2014,15,21,6717,299.0,1.0
20.04.2014,15,54,21879,299.0,1.0
20.04.2014,15,45,10971,229.0,1.0
20.04.2014,15,31,19091,149.0,1.0
20.04.2014,15,50,10290,149.0,1.0
20.04.2014,15,54,11983,399.0,1.0
20.04.2014,15,21,2799,499.0,1.0
20.04.2014,15,59,2814,899.0,4.0
20.04.2014,15,59,3734,2599.0,1.0
20.04.2014,15,31,19005,229.0,1.0
20.04.2014,15,59,8684,199.0,1.0
20.04.2014,15,31,14298,149.0,1.0
20.04.2014,15,45,11050,399.0,1.0
20.04.2014,15,21,2814,899.0,1.0
20.04.2014,15,55,2003,29.0,1.0
20.04.2014,15,29,5210,599.0,1.0
20.04.2014,15,55,2021,29.0,1.0
20.04.2014,15,56,7980,699.0,1.0
20.04.2014,15,56,8447,249.0,1.0
20.04.2014,15,21,3174,299.0,1.0
20.04.2014,15,31,15279,799.0,1.0
20.04.2014,15,41,14834,229.0,3.0
20.04.2014,15,21,2889,1399.0,1.0
20.04.2014,15,21,2898,699.0,1.0
20.04.2014,15,31,18843,199.0,1.0
20.04.2014,15,54,20949,5.0,18.0
20.04.2014,15,31,15278,799.0,1.0
20.04.2014,15,50,10563,1699.0,1.0
20.04.2014,15,55,1852,1799.0,1.0
20.04.2014,15,29,14019,349.0,1.0
20.04.2014,15,29,5208,1199.0,1.0
20.04.2014,15,58,14043,149.0,1.0
20.04.2014,15,31,19034,826.93,1.0
20.04.2014,15,21,3489,1499.0,1.0
20.04.2014,15,50,7003,699.0,1.0
20.04.2014,15,29,2857,999.0,1.0
20.04.2014,15,31,14092,248.0,1.0
20.04.2014,15,59,2252,599.0,1.0
20.04.2014,15,56,1481,1599.0,1.0
20.04.2014,15,58,20949,5.0,3.0
20.04.2014,15,41,8790,149.0,1.0
20.04.2014,15,59,14406,199.0,1.0
20.04.2014,15,37,2124,599.0,1.0
20.04.2014,15,37,2104,399.0,1.0
20.04.2014,15,45,9046,169.0,1.0
20.04.2014,15,55,7008,699.0,1.0
20.04.2014,15,54,18387,28.0,1.0
20.04.2014,15,27,15278,799.0,1.0
20.04.2014,15,37,2267,2599.0,1.0
20.04.2014,15,54,14757,199.0,1.0
20.04.2014,15,57,3928,2799.0,1.0
20.04.2014,15,37,1775,399.0,1.0
20.04.2014,15,57,8058,500.0,2.0
20.04.2014,15,29,3689,899.0,1.0
20.04.2014,15,52,8791,149.0,1.0
20.04.2014,15,31,18315,299.0,1.0
20.04.2014,15,31,15631,399.0,1.0
20.04.2014,15,56,9089,199.0,1.0
20.04.2014,15,58,21384,399.0,2.0
20.04.2014,15,58,21404,399.0,1.0
20.04.2014,15,29,13071,599.0,1.0
20.04.2014,15,21,16253,299.0,1.0
20.04.2014,15,31,18186,299.0,1.0
20.04.2014,15,56,10158,299.0,1.0
20.04.2014,15,55,3330,1199.0,5.0
20.04.2014,15,29,11925,549.0,1.0
20.04.2014,15,54,15136,199.0,2.0
20.04.2014,15,31,16546,149.0,1.0
20.04.2014,15,54,14441,149.0,1.0
20.04.2014,15,31,15615,399.0,2.0
20.04.2014,15,27,13172,349.0,1.0
20.04.2014,15,54,21481,399.0,1.0
20.04.2014,15,50,5663,3190.0,1.0
20.04.2014,15,54,14678,199.0,1.0
20.04.2014,15,27,15226,799.0,1.0
20.04.2014,15,57,4129,1190.0,1.0
20.04.2014,15,27,15279,799.0,1.0
20.04.2014,15,56,2753,299.0,1.0
20.04.2014,15,53,16287,199.0,2.0
20.04.2014,15,57,4332,449.0,2.0
20.04.2014,15,21,17758,58.0,1.0
20.04.2014,15,57,4303,299.0,1.0
20.04.2014,15,45,7018,1199.0,1.0
20.04.2014,15,58,971,299.0,1.0
20.04.2014,15,59,15831,199.0,1.0
20.04.2014,15,27,15525,299.0,1.0
20.04.2014,15,45,4636,799.0,1.0
20.04.2014,15,41,11922,549.0,1.0
20.04.2014,15,57,4231,2799.0,1.0
20.04.2014,15,27,15521,599.0,1.0
20.04.2014,15,54,14851,198.0,1.0
20.04.2014,15,58,970,299.0,1.0
20.04.2014,15,57,4355,1998.7,1.0
20.04.2014,15,50,5998,399.0,1.0
20.04.2014,15,27,14804,399.0,1.0
20.04.2014,15,41,9512,399.0,1.0
20.04.2014,15,55,4878,100.0,3.0
20.04.2014,15,27,15221,1199.0,1.0
20.04.2014,15,57,3707,1999.0,1.0
20.04.2014,15,58,1364,599.0,1.0
20.04.2014,15,37,2458,299.0,1.0
20.04.2014,15,21,18612,199.0,1.0
20.04.2014,15,59,6495,699.0,1.0
20.04.2014,15,21,17867,154.85,1.0
20.04.2014,15,31,15675,199.0,-1.0
20.04.2014,15,57,3676,629.3,1.0
20.04.2014,15,53,16315,949.0,1.0
20.04.2014,15,37,948,2599.0,1.0
20.04.2014,15,50,5975,299.0,1.0
20.04.2014,15,45,8816,1399.0,1.0
20.04.2014,15,50,6491,149.5,1.0
20.04.2014,15,21,17792,349.0,1.0
20.04.2014,15,24,1611,399.0,1.0
20.04.2014,15,58,21381,1424.0,2.0
20.04.2014,15,24,1670,399.0,1.0
20.04.2014,15,54,19367,399.0,1.0
20.04.2014,15,59,1832,999.0,1.0
20.04.2014,15,50,6111,99.0,1.0
20.04.2014,15,58,17053,149.0,1.0
20.04.2014,15,29,10253,299.0,1.0
20.04.2014,15,58,16983,399.0,1.0
20.04.2014,15,58,19993,174.0,1.0
20.04.2014,15,41,5896,549.0,1.0
20.04.2014,15,29,9863,699.0,1.0
20.04.2014,15,24,2263,999.0,1.0
20.04.2014,15,24,2078,399.0,1.0
20.04.2014,15,24,2416,449.0,1.0
20.04.2014,15,24,2445,599.0,1.0
20.04.2014,15,45,1460,1199.0,1.0
20.04.2014,15,55,17674,199.0,1.0
20.04.2014,15,41,5664,2090.0,1.0
20.04.2014,15,59,1895,599.0,1.0
20.04.2014,15,29,8684,199.0,1.0
20.04.2014,15,29,8686,199.0,1.0
20.04.2014,15,54,18624,385.61,1.0
20.04.2014,15,50,6473,149.5,1.0
20.04.2014,15,59,2308,299.0,1.0
20.04.2014,15,59,6091,999.0,1.0
20.04.2014,15,55,15988,250.0,1.0
20.04.2014,15,50,3928,2799.0,1.0
20.04.2014,15,21,19771,169.0,1.0
20.04.2014,15,59,6185,499.0,1.0
20.04.2014,15,45,1441,500.0,1.0
20.04.2014,15,59,6717,299.0,1.0
20.04.2014,15,56,11893,149.0,1.0
20.04.2014,15,21,20105,98.0,1.0
20.04.2014,15,45,4357,399.0,1.0
20.04.2014,15,31,14019,349.0,1.0
20.04.2014,15,21,20949,5.0,2.0
20.04.2014,15,31,16522,98.0,1.0
20.04.2014,15,29,10718,399.0,1.0
20.04.2014,15,56,1905,249.0,1.0
20.04.2014,15,21,8598,199.0,1.0
20.04.2014,15,56,9862,399.0,1.0
20.04.2014,15,41,6497,999.0,1.0
20.04.2014,15,24,1324,599.0,1.0
20.04.2014,15,29,13410,594.0,1.0
20.04.2014,15,29,13491,14490.0,1.0
20.04.2014,15,55,13732,395.99,2.0
20.04.2014,15,41,13974,132.66,1.0
20.04.2014,15,59,6616,999.0,1.0
20.04.2014,15,58,19784,149.0,1.0
20.04.2014,15,24,1921,249.0,1.0
20.04.2014,15,45,1513,2599.0,1.0
20.04.2014,15,55,3035,299.0,1.0
20.04.2014,15,29,2814,899.0,3.0
20.04.2014,15,58,21383,749.0,1.0
20.04.2014,15,24,2267,2599.0,1.0
20.04.2014,15,56,9049,99.0,1.0
20.04.2014,15,58,19131,149.0,1.0
20.04.2014,15,27,14017,199.0,1.0
20.04.2014,15,56,9548,199.0,1.0
20.04.2014,15,52,9929,399.0,1.0
20.04.2014,15,41,5821,649.0,1.0
20.04.2014,15,54,12350,149.0,1.0
20.04.2014,15,54,18159,58.0,1.0
20.04.2014,15,58,20353,949.0,1.0
20.04.2014,15,59,4351,399.0,1.0
20.04.2014,15,25,12135,299.0,1.0
20.04.2014,15,27,13888,349.0,1.0
20.04.2014,15,45,7739,249.0,1.0
20.04.2014,15,41,5820,2099.0,1.0
20.04.2014,15,27,14114,199.0,1.0
20.04.2014,15,58,20231,149.0,1.0
20.04.2014,15,24,2814,899.0,6.0
20.04.2014,15,31,16534,149.0,1.0
20.04.2014,15,31,16795,299.0,1.0
20.04.2014,15,55,13342,150.0,1.0
20.04.2014,15,24,2815,2999.0,2.0
20.04.2014,15,54,14834,229.0,4.0
20.04.2014,15,37,19195,399.0,1.0
20.04.2014,15,53,3656,299.0,1.0
20.04.2014,15,37,19194,399.0,1.0
20.04.2014,15,58,4806,299.0,1.0
20.04.2014,15,25,3251,299.0,1.0
20.04.2014,15,54,16209,299.0,1.0
20.04.2014,15,31,21385,1199.0,1.0
20.04.2014,15,44,22088,79.0,2.0
20.04.2014,15,50,13901,349.0,1.0
20.04.2014,15,54,19413,199.0,1.0
20.04.2014,15,37,21383,674.0,2.0
20.04.2014,15,25,3367,799.0,1.0
20.04.2014,15,54,8754,399.0,4.0
20.04.2014,15,31,21402,1399.0,1.0
20.04.2014,15,25,3290,399.0,1.0
20.04.2014,15,50,13888,349.0,1.0
20.04.2014,15,50,15721,149.0,1.0
20.04.2014,15,44,22058,169.0,1.0
20.04.2014,15,37,21384,399.0,1.0
20.04.2014,15,31,20319,349.0,1.0
20.04.2014,15,38,410,249.0,1.0
20.04.2014,15,52,1723,299.0,1.0
20.04.2014,15,44,22087,79.0,1.0
20.04.2014,15,25,3335,2499.0,1.0
20.04.2014,15,54,8955,385.61,1.0
20.04.2014,15,39,3379,299.0,1.0
20.04.2014,15,39,3487,1899.0,1.0
20.04.2014,15,39,3734,2599.0,1.0
20.04.2014,15,54,15090,559.0,1.0
20.04.2014,15,25,1916,249.0,1.0
20.04.2014,15,46,5241,1999.0,1.0
20.04.2014,15,25,1857,2599.0,1.0
20.04.2014,15,54,10914,199.0,1.0
20.04.2014,15,54,10891,199.0,1.0
20.04.2014,15,57,15615,399.0,2.0
20.04.2014,15,37,21619,332.66,1.0
20.04.2014,15,39,3834,1189.0,1.0
20.04.2014,15,50,13941,149.0,1.0
20.04.2014,15,57,15548,199.0,1.0
20.04.2014,15,38,448,249.0,1.0
20.04.2014,15,38,18091,349.0,1.0
20.04.2014,15,37,21385,1079.0,1.0
20.04.2014,15,31,21404,399.0,5.0
20.04.2014,15,54,8989,149.0,1.0
20.04.2014,15,46,5323,299.0,1.0
20.04.2014,15,58,5223,799.0,1.0
20.04.2014,15,38,18696,299.0,1.0
20.04.2014,15,46,5055,299.0,1.0
20.04.2014,15,24,21383,749.0,1.0
20.04.2014,15,31,20812,649.0,1.0
20.04.2014,15,31,20818,649.0,1.0
20.04.2014,15,58,4178,1590.0,1.0
20.04.2014,15,58,4228,899.0,1.0
20.04.2014,15,38,20949,5.0,2.0
20.04.2014,15,57,14435,299.0,1.0
20.04.2014,15,54,9512,399.0,1.0
20.04.2014,15,38,20735,299.0,1.0
20.04.2014,15,54,9709,58.0,1.0
20.04.2014,15,24,21404,399.0,1.0
20.04.2014,15,38,20730,299.0,1.0
20.04.2014,15,54,9654,199.0,1.0
20.04.2014,15,58,4357,399.0,1.0
20.04.2014,15,31,20610,799.0,1.0
20.04.2014,15,54,9801,199.33,1.0
20.04.2014,15,38,21404,399.0,2.0
20.04.2014,15,54,9853,199.0,1.0
20.04.2014,15,24,18958,499.0,1.0
20.04.2014,15,38,1005,69.0,1.0
20.04.2014,15,54,10959,399.0,1.0
20.04.2014,15,58,4244,698.7,1.0
20.04.2014,15,54,10063,149.0,1.0
20.04.2014,15,38,1364,599.0,1.0
20.04.2014,15,38,18685,199.0,1.0
20.04.2014,15,38,18677,199.0,1.0
20.04.2014,15,38,1449,599.0,1.0
20.04.2014,15,25,2814,886.142857143,7.0
20.04.2014,15,57,12990,199.0,1.0
20.04.2014,15,38,17625,299.0,1.0
20.04.2014,15,38,17624,299.0,1.0
20.04.2014,15,38,17622,299.0,1.0
20.04.2014,15,46,2814,899.0,2.0
