,item_id,mean_price,item_name,item_category_id
37,12118,15363.609108664772,"Игровая консоль ""Microsoft Xbox One 500GB"" + ""Xbox LIVE Gold 14 дн."" [5C5-00015]",16
38,13400,15168.856164383562,"Комплект ""Microsoft Xbox 360 E 500GB""+Kinect+ ""Kinect Adventures+Forza Horizon+Kinect Sports” + Live 1 мес. (3MN-00005)",15
39,7938,15014.727570880326,Xbox 360 250 ГБ + Kinect bundle матовая+Dance Central 2+Kinect Sports,15
40,13494,14799.52380952381,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4308C)» + игры: «Heavy Rain (Essentials)» + «Gran Turismo 5 (Essentials)» + «Uncharted 3 (Essentials)»,11
41,13491,14519.023716858956,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4208C)» + «GT6 Anniversary Edition» + «GTA V»,11
42,538,14500.0,"1С:Образование 5. Школа [PC, Цифровая версия]",78
43,477,14438.235294117647,1С:Бухгалтерия 8 ПРОФ. Поставка для розничного распространения (USB),73
44,7941,14286.63497051686,Xbox 360 250 ГБ Kinect bundle Fable The Journey + Wreakateer,15
45,20835,14249.5,"Фигурка Terminator 2 T-800 Battle Damaged Version 1/6 Scale 12""",72
46,13451,14153.75087483724,Комплект Xbox 360E 250 ГБ Kinect bundle + Dance Central 3 + Forza Horizon + Kinect Adventures,15
47,13492,14118.297280240222,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4208C)» + «Праздник Спорта 2 (Essentials)» + «Gran Turismo 6» + Камера + Контроллер PS Move,11
48,13486,14083.594464398071,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4008C)» + игра «Grand Theft Auto V»,11
49,11353,13959.0,Динозавр Pleo rb Promo Pack,62
50,13396,13948.469649969362,"Комплект ""Microsoft Xbox 360 E 250GB"" + ""Xbox 360 Kinect (Сенсор)"" + ""Kinect Adventures"" (5CX-00012)",15
51,7942,13817.721787537821,Xbox 360 250 ГБ Kinect bundle Sports 2+Forza Horizon (5DX-00008),15
52,13493,13716.4453125,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4208C)» + игра «Watch_Dogs»,11
53,13112,13499.0,Квадрокоптер Parrot AR Drone 2.0 (синий) PF721022,62
54,13490,13446.525730051577,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4008C)» + игра «Праздник Спорта 2» + Камера PS Eye + Ко,11
55,13439,13442.216221165012,Комплект Sony PS3 Super Slim (500 Gb) (CECH-4208C) + Праздник Спорта 2 (Essentials) + Gran Turismo 5,11
56,4384,13439.2,LEGO Майндстормс NXT 2.0,62
57,13111,13431.425,Квадрокоптер Parrot AR Drone 2.0 (зеленый)PF721020,62
58,13438,13343.21897810219,Комплект Sony PS3 Super Slim (500 Gb) (CECH-4008C) + игра God of War: Восхождение + игра Одни из нас,11
59,13497,13335.994374449823,Комплект «Sony PS3 Super Slim White (500 Gb) (CECH-4008CLW)» + Дополнительный контроллер белый,11
60,13489,13291.49814126394,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4008C)» + игра «Одни из нас»,11
61,13478,13235.050970643939,Комплект «Sony PS3 Silver (320 GB) (CECH-3008BSS)» + Дополнительный контроллер серебристый,11
62,13484,13182.555232657967,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4008C)» + игра «Gran Turismo 5 Academy Edition» + игра,11
63,5099,13171.727272727272,Nanoblock Большой замок Deluxe,67
64,7945,13150.159949391933,Xbox 360 320 ГБ+Halo 4 Special Edition (S4K-00077),15
65,13495,13127.4875,Комплект «Sony PS3 Super Slim Blue (500 Gb) (CECH-4008CLBl)» + Дополнительный контроллер синий,11
66,13480,13084.185205747004,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4008C)» + игра «Assassin's Creed 3»,11
67,13481,13083.583176832934,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4008C)» + игра «Assassin's Creed IV. Черный флаг»,11
68,13496,13075.348577008928,Комплект «Sony PS3 Super Slim Red (500 Gb) (CECH-4008CLR)» + Дополнительный контроллер красный,11
69,7553,12990.0,Visio Std 2013 32-bit/x64 Russian CEE DVD,75
70,103,12900.0,"1С-Битрикс: Управление сайтом - Стандарт [PC, Цифровая версия]",76
71,14171,12900.0,Лицензия 1С-Битрикс: Управление сайтом - Стандарт,75
72,478,12806.140350877193,1С:Бухгалтерия 8 ПРОФ. Поставка для розничного распространения.,73
73,13482,12793.78409090909,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4008C)» + игра «FIFA 13»,11
74,13485,12696.881017407935,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4008C)» + игра «Gran Turismo 6» + игра «Одни из нас»,11
75,13488,12693.818233306238,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4008C)» + игра «За гранью: Две души» + игра «Одни из на,11
76,13483,12618.315705783703,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4008C)» + игра «God of War: Восхождение»,11
77,13472,12498.0,Комплект «Sony PS3 (320 GB) (CECH-3008B)» + игра «God of War 3 (Platinum)» + игра «Gran Turismo 5 (P,11
78,7889,12490.0,X360: Гарнитура Tritton Warhead беспроводная с объемным звуком 7.1 (TRI476740MA2/02/1),6
79,13437,12483.237782118056,Комплект Sony PS3 Super Slim (500 Gb) (CECH-4008C) + игра Diablo III,11
80,7239,12480.0,UserGate Proxy & Firewall 6.X до 15 сессий,75
81,7946,12221.46080346201,Xbox 360 4 ГБ Kinect bundle+Disnayland Adventure,15
82,7959,12158.5,Xbox 360 S LTD ED Star Wars EN/RU Russia HDWR PAL,15
83,13487,12133.950349506578,Комплект «Sony PS3 Super Slim (500 Gb) (CECH-4008C)» + игра «Need for Speed: Most Wanted»,11
84,11352,12121.0,Динозавр Pleo,62
85,8531,11975.0,Антивирус ESET NOD32 Business Edition 1Y RNW for 15 user,75
86,6850,11899.0,THE ROLLING STONES  1964-1969  Limited Edition  13LP,58
87,7022,11625.826086956522,Titanfall. Collector`s Edition [Xbox 360],23
88,13434,11570.875,Комплект Sony PS3 Red (320 GB) (CECH-3008BSR) + Дополнительный контроллер красный,11
89,13471,11544.854166666666,Комплект «Sony PS3 (320 GB) (CECH-3008B)» + игра «Assassin's Creed Откровение»,11
90,13433,11526.676470588236,Комплект Sony PS3 (320 GB) (CECH-3008B) + игра Uncharted 3. Иллюзии Дрейка,11
91,7989,11453.315789473685,Xbox360S4GB Kinect1PBndle Xbox 360 S Russian Russia PAL DVD Sports 1,15
92,7906,11412.9,XBOX 360 S SE 4GB KINECT FAMILY BUNDLE  RUSSIAN RUSSIA HDWR CCK,15
93,5318,11270.714285714286,OLLO Inventor Kit,62
94,13462,11220.875,Комплект «Microsoft Xbox 360 250GB» + игра «Forza 4» + игра «Ведьмак 2» + игра «Far Cry 3»,15
95,13424,11193.34291294643,Комплект Sony PS Vita 3G/WiFi Black Rus (PCH-1108ZA01) + Карта памяти 4 Гб (PS Vita Memory Card 4 GB,14
96,13425,11172.668461946832,Комплект Sony PS Vita 3G/WiFi Black Rus (PCH-1108ZA01) + Карта памяти 4 Гб + MotorStorm RC PSN код а,14
97,7944,11112.333333333334,Xbox 360 250GB System Kinect Bundle EN/RU Russia Hdwr PAL,15
98,7021,11064.754782284008,Titanfall. Collector`s Edition [PC],29
99,13473,11044.888888888889,Комплект «Sony PS3 (320 GB) (CECH-3008B)» + игра «Праздник Спорта» + Камера PS Eye + Контроллер движ,11
100,4863,10960.0,"MicrosoftВ® VisioВ® Standard 2013 [PC, Цифровая версия]",76
101,13399,10895.06329113924,"Комплект ""Microsoft Xbox 360 E 500GB"" + ""Call of Duty: Ghosts + Call of Duty: Black Ops 2” (3M6-00097)",15
102,7962,10694.19245651533,Xbox 360E 4 ГБ Kinect bundle+Sports 2 (N7V-00012),15
103,13435,10654.934106045082,Комплект Sony PS3 Super Slim (12 Gb) (CECH-4008A) + игра Книга заклинаний + Wonderbook + Камера PS E,11
104,13398,10617.207746478873,"Комплект ""Microsoft Xbox 360 E 500GB"" + "" FIFA 15” (N3V-00017)",15
105,6671,10466.937771267361,Sony PlayStation 3 Slim (160 Gb) Black Rus (CECH-2508A),11
106,13479,10383.93390823623,Комплект «Sony PS3 Super Slim (12 Gb) (CECH-4008A)» + «LittleBigPlanet (Essentials)» + «Gran Turismo,11
107,13408,10287.805106026786,"Комплект ""Xbox 360 250 ГБ"" + ""Gears of War Judgment"""" (R9G-00219)",15
108,1653,10223.857142857143,"BEATLES, THE The Beatles LONG CARD BOX 16CD+DVD (фирм.)",60
109,7943,10199.92,Xbox 360 250 ГБ bundle Call of Duty: Black Ops 2 (S2G-00053),15
110,7947,10176.004110307837,Xbox 360 4 ГБ Kinect bundle+Sports 2,15
111,13436,10134.84322447696,Комплект Sony PS3 Super Slim (12 Gb) (CECH-4008A) + игра Книга заклинаний + Wonderbook + игра Праздн,11
112,7939,10118.28986672794,Xbox 360 250 ГБ Darksiders 2 + Batman ArkhamCity,15
113,7901,10046.49388153699,XBOX 360 S 250GB 1P BUNDL XBOX 360,15
114,13393,10037.648148148148,"Комплект ""Microsoft Xbox 360 250GB"" + ""Forza 4"" + ""Ведьмак 2"" (R9G-00149)",15
115,20452,9999.0,"Фигурка DC Dynamics The Joker Statue 13.5""",72
116,7896,9990.0,X360: Файтстик Hori Fighting Edge (HX3-70U),6
117,5648,9990.0,PS3: Файтстик Hori Fighting Edge (HP3-103E),2
118,7940,9985.210647276606,Xbox 360 250 ГБ Halo4+Tomb Raider (N2V-00016),15
119,13429,9945.220870254823,Комплект Sony PS Vita WiFi Black Rus (PCH-1008ZA01) + PSN код активации Assassin's Creed. Освобожден,14
120,836,9800.0,1С:Управление торговлей 8. Базовая версия + MS Office SBB,73
121,13397,9773.52267260622,"Комплект ""Microsoft Xbox 360 E 250GB+Halo 4+Forza Horizon+Xbox LIVE Gold 1мес. (N2V-00121)",15
122,2783,9733.958333333334,"Destiny. Ghost Edition [PS4, английская версия]",20
123,13395,9722.08574131557,"Комплект ""Microsoft Xbox 360 E 250GB"" + ""Forza Horizon"" + ""Borderlands 2"" + ""Xbox LIVE Gold 1 мес.""",15
124,7958,9651.333333333334,Xbox 360 S 250GB 3P Bundl Xbox 360 S Russian Russia PAL DVD Call of Duty,15
125,1145,9627.57142857143,ABBA  The Vinyl Collection  9LP,58
126,13469,9623.0,Комплект «Sony PS3 (320 GB) (CECH-2508B)» + игра «God of War 3 (Platinum)» + игра «Uncharted 2 (Plat,11
127,7237,9600.0,UserGate Proxy & Firewall 6.X до 10 сессий,75
128,15905,9599.0,Набор реквизита из фильма Темный рыцарь (Бэтмен),69
129,13420,9589.76526085805,Комплект Sony PS Vita 2000 WiFi Black Rus (PCH-2008ZR11) + Карта памяти 16 Гб + Disney Mega Pack PSN код активации,14
130,13421,9535.764656856143,Комплект Sony PS Vita 2000 WiFi Black Rus (PCH-2008ZR11) + Карта памяти 8 Гб + Mega Pack Action PSN код активации,14
131,15853,9499.0,Набор волшебных палочек Кубок Трех Волшебников (Гарри Поттер),69
132,13430,9449.051263503086,Комплект Sony PS Vita WiFi Black Rus (PCH-1008ZA01) + PSN код активации Call of Duty: Black Ops. Dec,14
133,13468,9435.4375,Комплект «Sony PS3 (320 GB) (CECH-2508B)» + игра «Battlefield 3»,11
134,13431,9406.714762369791,Комплект Sony PS Vita WiFi Black Rus (PCH-1008ZA01) + PSN код активации LittleBigPlanet + Карта памя,14
135,19923,9102.069235777244,Танк Rover Revolution,62
136,7957,9072.3400390625,Xbox 360 S 250GB 1P Extreme Bundle Xbox 360 S Russian Russia Hdwr PAL MA,15
137,7902,9067.6,XBOX 360 S 250GB CONSOLE BUNDLE FORZA3/CRYSIS2 PAL EN/RU RUSSIA (MSR9G-00076),15
138,13546,9000.0,"Конфигурация 1С-КАМИН: Зарплата. Версия 5.0. [PC, Цифровая версия]",76
139,9467,9000.0,Бэт-Под (Бэтмен),69
140,11882,8999.0,Золотой перстень Эрлонда (Хоббит),69
141,13475,8998.0,Комплект «Sony PS3 (320 Gb) (CECH-2508B) + игра «Resistance 3»,11
142,6665,8970.642456054688,Sony PS Vita WiFi Black Rus (PCH-1008ZA01),14
143,5472,8970.486486486487,PINK FLOYD  Discovery  Original Recording Remastered  16CD (фирм.),60
144,5374,8951.13327734375,Office Home and Business 2013 32/64 Russian Russia Only EM DVD No Skype,75
145,1323,8949.0,ARMSTRONG LOUIS  Ambassador Of Jazz Box  10CD+Book (box),60
146,5481,8939.80498046875,"PINK FLOYD  Oh, By The Way  16CD (box)",60
147,13422,8927.039861505682,Комплект Sony PS Vita 2000 WiFi Black Rus (PCH-2008ZR11) + Карта памяти 8 Гб + Mega Pack Adventure PSN код активации,14
148,13428,8832.248568830819,Комплект Sony PS Vita 3G/WiFi Black Rus (PCH-1108ZA01) + Карта памяти 8 Гб + Killzone: Наемник PSN к,14
149,5388,8790.0,"Office Mac Home and Business 2011 [PC, Цифровая версия]",76
150,5375,8790.0,"Office Home and Business 2013 [PC, Цифровая версия]",76
151,5387,8790.0,Office Mac Home and Business 2011 [ MAC Цифровая версия],74
152,6673,8777.599233774039,Sony PlayStation 3 Super Slim (12 Gb) Black Rus (CECH-4208A),11
153,2784,8754.099993024554,"Destiny. Ghost Edition [Xbox One, английская версия]",24
154,7935,8731.89688720703,XOne: Сенсор Kinect для Xbox One [6L6-00008],7
155,13465,8724.673469387755,Комплект «Sony PS Vita 2000 WiFi Black Rus (PCH-2016)» + Карта памяти 8 Гб + «Mega Pack Heroes PSN код активации»,14
156,8529,8717.2001953125,Антивирус ESET NOD32 Business Edition 1Y RNW for 10 user,75
157,7819,8686.451612903225,Win Pro 7 Russian Russia Only DVD,75
158,8170,8622.91111111111,АКВАРИУМ  Аквариум  30CD (box),60
159,796,8500.0,1С:Предприниматель 8 + MS Office SBB,73
160,483,8500.0,1С:Бухгалтерия 8. Базовая версия + MS Office SBB,73
161,19418,8499.0,Собака Рекс,62
162,13427,8415.959183673469,Комплект Sony PS Vita 3G/WiFi Black Rus (PCH-1108ZA01) + Карта памяти 8 Гб + Disney Mega Pack PSN ко,14
163,6664,8402.859537760416,Sony PS Vita 3G/WiFi Black Rus (PCH-1108ZA01),14
164,13466,8247.955469767252,Комплект «Sony PS Vita 3G/WiFi Black Rus (PCH-1108ZA01)» + Карта памяти 16 Гб + «8 игр. Спорт и гонк,14
165,13426,8242.55,Комплект Sony PS Vita 3G/WiFi Black Rus (PCH-1108ZA01) + Карта памяти 8 Гб + 8 игр. Спорт и гонки PS,14
166,7821,8181.629888361151,Win Pro 8.1 32-bit/64-bit Russian Russia Only DVD,75
167,6672,8150.145951704545,Sony PlayStation 3 Super Slim (12 Gb) Black Rus (CECH-4008A),11
168,13423,8025.171430518065,Комплект Sony PS Vita 3G/WiFi Black Rus (PCH-1108ZA01) + Карта памяти 16 Гб + Disney Mega Pack PSN,14
169,7988,7999.0,Xbox360S4GB Kinect1PBndle Xbox 360 S Russian Russia PAL DVD Disney,15
170,4860,7998.0,Microsoft Xbox 360 250GB (RKH-00011),15
171,13432,7981.49615635016,Комплект Sony PS Vita WiFi Black Rus (PCH-1008ZA01) + Карта памяти 4Гб + CoD: Black Ops Declassified,14
172,13467,7967.986023605511,Комплект «Sony PS Vita WiFi Black Rus (PCH-1008ZA01)» + Карта памяти 16 Гб + «Disney Mega Pack PSN к,14
173,7229,7818.785714285715,Universal: Гарнитура Tritton AX Pro проводная с объемным звуком 5.1 (TRI90303B001/02/1),2
174,5371,7726.777777777777,Office Home and Business 2010 32-bit/x64 Russian DVD Bundle,75
175,7905,7614.775314331055,XBOX 360 S 4GB CONSOLE EN/RU RUSSIA PAL WHITE GLOSS SPC,15
176,3011,7595.0,"Dr.Web Security Space КЗ 5 ПК 36 месяцев [PC, Цифровая версия]",76
177,4861,7578.438838934749,Microsoft Xbox 360 4GB (RKB-00011),15
178,10351,7541.857142857143,ГАРРИ ПОТТЕР КОЛЛЕКЦИЯ  11BD+маски,41
179,20419,7516.2,"Фигурка Batman Arkham Origins Batman 1/4 Scale 18""",72
180,10156,7499.0,ВЫСОЦКИЙ ВЛАДИМИР  Концерты  Чёрный  8LP,58
181,5765,7490.0,Pinnacle Studio 17 Ultimate ESD [Цифровая версия],76
182,5368,7490.0,Office 365 Small Bus Prem 32/64 Russian Subscr 1YR Russia Only Medialess,75
183,10155,7399.0,ВЫСОЦКИЙ ВЛАДИМИР  Концерты  Белый  8LP,58
184,10144,7399.0,ВЫСОЦКИЙ ВЛАДИМИР  В записях Михаила Шемякина  7LP,58
185,5372,7290.0,Office Home and Business 2010 32-bit/x64 Russian Russia DVD,75
186,7963,7223.826181001752,Xbox 360Е 4 ГБ (L9V-00012),15
187,15191,7199.0,Моя прелесть (Властелин колец),69
188,5422,7150.0,P.S.BOX Спа Эксклюзив,68
189,5429,7150.0,P.S.BOX Экстрим Эксклюзив,68
190,7878,7132.857142857143,X1: Turtle Beaсh. EarForce XO SEVEN. Геймерская стерео гарнитура  (Xbox One),7
191,7822,7035.714285714285,"Win Pro LE 8.1 32-bit/64-bit All Lng PK Lic [PC, Цифровая версия]",76
192,5563,7000.0,"PROMT Professional 10 Домашний, а-р-а  [PC, Цифровая версия]",76
193,2291,6999.0,"Call of Duty: Advanced Warfare. Atlas Pro Edition [PS4, английская версия]",20
194,7228,6990.0,Universal: Гарнитура Tritton AX 720 проводная c объемным звуком 7.1 (TRI90203B001/02/1),2
195,7648,6990.0,WAU Win HmPrem to Ult 7 Russian UPG,75
196,1345,6990.0,Access 2010 32-bit/x64 Russian Russia Only DVD,75
197,2292,6932.333333333333,"Call of Duty: Advanced Warfare. Atlas Pro Edition [Xbox One, английская версия]",24
198,4472,6890.0,"Lightroom 5 Multiple Platforms English TLP 1User AOO License [PC, Цифровая версия]",76
199,15574,6887.870967741936,НАУТИЛУС ПОМПИЛИУС  Коллекция  1  8LP,58
200,17022,6749.0,ПИКНИК  Полная история  20CD+1DVD (box),60
201,1185,6650.0,ABBYY Lingvo x6 Многоязычная Профессиональная версия Full (коробка),75
202,9001,6569.872308120947,БОНД 50+СКАЙФОЛЛ (24 BD),41
203,8187,6549.0,АКВАРИУМ  Собрание естественных альбомов 6  5LP,58
204,13738,6499.333333333333,Кубок Трех Волшебников (Гарри Поттер),69
205,4311,6499.0,LED ZEPPELIN  Complete Studio Recordings  10CD (фирм.),60
206,1652,6434.545454545455,"BEATLES, THE The Beatles IN MONO LONG CARD BOX VERSION 13CD (фирм.)",60
207,5877,6427.214285714285,Powerball 350 Hz Metal Hi-Speed (PB - 388HC),62
208,2413,6415.0,CorelDRAW Home & Student Suite X7 RU Mini-Box,75
209,15575,6399.0,НАУТИЛУС ПОМПИЛИУС  Коллекция  2  6LP,58
210,13477,6398.0,Комплект «Sony PS3 (320 Gb) (CECH-3008B)» + игра «Чародей» + «PS Move Starter Pack»,11
211,13553,6199.0,Копия Nightmare On Elm Street 3 Dream Warriors Freddy Glove,61
212,5317,6169.0,OLLO Explorer Kit,62
213,17093,6077.5,ПЛАМЯ ЖИЗНИ,68
214,5613,6075.743592410311,PS3: Гарнитура беспроводная для PS3 (с поддержкой PS4) (Pulse Wireless Stereo Headset: CECHYA-0086:,2
215,926,6000.0,"1С:Школьная психодиагностика  [PC, Цифровая версия]",76
216,20415,5999.0,"Фигурка Batman 1989 Michael Keaton as Batman 1/4 Scale 18""",72
217,2692,5999.0,"Dark Souls 2. Collector's Edition [Xbox 360, русские субтитры]",23
218,20668,5999.0,"Фигурка Predator 2 Series 3 Elder Predator 1/4 Scale 18""",72
219,7904,5998.5,XBOX 360 S 4GB BUNDLE CARNIVAL PAL EN/RU RUSSIA,15
220,7634,5990.0,WARHAMMER MINIATURES 40000: Темная Месть (новая версия) арт. 40-01-21,64
221,7897,5990.0,X360: Файтстик Hori Real Arcade Pro VX SA Kai (HX3-78U),6
222,5650,5990.0,PS3: Файтстик Hori Real Arcade Pro VX SA Kai (HP3-131E),2
223,2219,5989.821428571428,COREL Pinnacle Systems STUDIO Ultimate Collection V.16  Программное обеспечение,75
224,2691,5975.025,"Dark Souls 2. Collector's Edition [PS3, русские субтитры]",19
225,3737,5951.295250064037,Grand Theft Auto V. Коллекционное издание [Xbox 360],23
226,3736,5927.175630012444,Grand Theft Auto V. Коллекционное издание [PS3],19
227,4214,5900.0,"Kaspersky Small Office Security 2 for 5-Workstation + 1-FileServer 1 year Base Download Pack [PC, Ци",76
228,20645,5899.0,"Фигурка Pacific Rim Series 1 Gypsy Danger 18""",72
229,21993,5899.0,Шпионский танк Rover Spy Tank,62
230,17013,5899.0,ПИКНИК  Желтая серия  6LP,58
231,17015,5876.777777777777,ПИКНИК  Красная серия  6LP,58
232,2638,5833.883720930233,DIRE STRAITS  The Studio Albums 1978-1991  8LP,58
233,1500,5818.138888888889,"Assassin's Creed IV. Черный флаг. Black Chest Edition [Xbox 360, русская версия]",23
234,5763,5790.0,Pinnacle Studio 17 Plus ESD [Цифровая версия],76
235,1629,5770.444444444444,"BEATLES, THE  Ep Boxset  Original Recording Remastered  15CD (фирм.)",60
236,1945,5766.302325581395,"BioShock Infinite. Ultimate Songbird Edition [Xbox 360, английская версия]",23
237,1499,5753.32346089681,"Assassin's Creed IV. Черный флаг. Black Chest Edition [PS3, русская версия]",19
238,1944,5725.517241379311,"BioShock Infinite. Ultimate Songbird Edition [PS3, английская версия]",19
239,21994,5721.437709554037,Шпионский танк Spy-C Танк,62
240,17021,5699.0,ПИКНИК  Полная история  18CD (box),60
241,10145,5699.0,ВЫСОЦКИЙ ВЛАДИМИР  Весь Высоцкий  32CD (box),60
242,21353,5681.052632649739,ХИЧКОК. КОЛЛЕКЦИЯ (14 BD),41
243,17023,5631.142857142857,ПИКНИК  Синяя серия  6LP,58
244,20410,5613.428571428572,"Фигурка Avengers Iron Man Mark XXI Midas Version Gold Armor 1/4 Scale 18""",72
245,5564,5600.0,"PROMT Professional 10 Домашний, а-р-а (Только для домашнего использования)[PC, Цифровая версия]",76
246,13470,5598.0,Комплект «Sony PS3 (320 GB) (CECH-3008B)» + Контроллер игровой беспроводной черный + игра «Gran Turi,11
247,19608,5550.0,ТВОЙ КАПРИЗ,68
248,7955,5500.6,Xbox 360 Kinect (Сенсор) (LPF-00024),6
249,8532,5500.0,Антивирус ESET NOD32 SMALL Business Pack newsale for 5 user,75
250,16794,5499.0,Ожерелье Галадриэль в виде цветка (Хоббит),69
251,20665,5499.0,"Фигурка Predator 2 Series 1 Masked City Hunter 1/4 Scale 22""",72
252,20601,5499.0,"Фигурка Man Of Steel 1/4"" Super Man Black Suit",72
253,8117,5499.0,АГАТА КРИСТИ  Полное собрание сочинений  1  5LP,58
254,39,5499.0,10 САМЫХ ПОПУЛЯРНЫХ ОТЕЧЕСТВЕННЫХ КОМЕДИЙ ХХ ВЕКА (BD),41
255,8118,5499.0,АГАТА КРИСТИ  Полное собрание сочинений  2  5LP,58
256,3781,5499.0,"HARRISON, GEORGE The Dark Horse Years 1976-1992 5CD+2SACD+DVD (Фирм.)",60
257,4473,5474.5,Little Inu,62
258,20520,5399.0,"Фигурка Godzilla Modern Godzilla with sound 12""",72
259,2412,5354.968085106383,CorelDRAW Home & Student Suite X6 Mini box Russian,75
260,20412,5298.983317057292,"Фигурка Avengers Ironman Mark VII 1/4 Scale 18""",72
261,2409,5279.05,CorelDRAW Graphics Suite 2014 Home & Student RUS WIN Mini Box,75
262,7796,5253.7307692307695,"Watch_Dogs. Dedsec Edition [PS4, русская версия]",20
263,7956,5215.971307051809,Xbox 360 Kinect Sensor Xbox 360 CS/EL/HU/PL/RU/SK 1 License Bundle Games,6
264,7815,5212.976511826138,Win Home Prem 7 Russian Russia Only DVD,75
265,7128,5200.0,Traffic Inspector GOLD 5-Desktop,75
266,5766,5124.789772727273,Pinnacle Studio 17 Ultimate ML (коробка),75
267,13502,5114.871442522322,Комплект «Sony PSP Slim Base Pack Black (PSP-E1008/Rus) + игра «Тачки 2» + игра «Geronimo Stilton»,13
268,7812,5096.013490311936,Win 8.1 32-bit/64-bit Russian Russia Only DVD,75
269,11920,5092.5582275390625,ИГРА ПРЕСТОЛОВ. 1-3 СЕЗОНЫ (15 DVD + ТРОН+7 открыток),41
