,item_id,item_category_id,item_category_name,item_name,mean_price
66,3026,19,Игры - PS3,"Dragon Age: Инквизиция [PS3, русские субтитры]",2575.9401545568885
67,4992,19,Игры - PS3,"NBA 2K14 [PS3, английская версия]",2575.497560578633
68,2273,19,Игры - PS3,"Call of Duty. Ghosts. Free Fall Edition [PS3, русская версия]",2575.3152985074626
69,2689,19,Игры - PS3,"Dark Souls 2. Black Armour Edition [PS3, русские субтитры]",2566.232912242922
70,3707,19,Игры - PS3,"Gran Turismo 6 Anniversary Edition [PS3, русская версия]",2563.2027666958897
71,4394,19,Игры - PS3,"LEGO Хоббит [PS3, русские субтитры]",2561.797011956936
72,4963,19,Игры - PS3,"Murdered: Soul Suspect [PS3, русская версия]",2551.6821631716007
73,7806,19,Игры - PS3,"Watch_Dogs. Специальное издание [PS3, русская версия]",2514.357671115747
74,6124,19,Игры - PS3,"Resident Evil 6. Специальное издание [PS3, русские субтитры]",2499.0
75,2852,19,Игры - PS3,"Disney Храбрая сердцем (c поддержкой PS Move) [PS3, русская версия]",2499.0
76,1512,19,Игры - PS3,"Assassin's Creed IV. Черный флаг. Special Edition [PS3, русская версия]",2486.9059761190347
77,2355,19,Игры - PS3,"Castlevania: Lords of Shadow 2 [PS3, русская документация]",2484.8631526167674
78,2745,19,Игры - PS3,"Dead Space 2 Limited Edition [PS3, русская версия]",2478.8
79,1388,19,Игры - PS3,"Alien: Isolation. Nostromo Edition [PS3, русская версия]",2466.9975737622503
80,4988,19,Игры - PS3,"NBA 2K13 [PS3, английская версия]",2455.8446798121677
81,3336,19,Игры - PS3,"FIFA 14. Ultimate Edition (с поддержкой PS Move) [PS3, русская версия]",2449.1645736577143
82,8000,19,Игры - PS3,"Yaiba: Ninja Gaiden Z. Special Edition [PS3, английская версия]",2432.3333333333335
83,3697,19,Игры - PS3,"God of War: Восхождение. Специальное издание [PS3, русская версия]",2425.868923692818
84,2267,19,Игры - PS3,"Call of Duty. Ghosts [PS3, русская версия]",2423.9175223214284
85,6902,19,Игры - PS3,"Tales of Xillia [PS3, английская версия]",2415.919035070083
86,3341,19,Игры - PS3,"FIFA 15 [PS3, русская версия]",2415.03311808915
87,6900,19,Игры - PS3,"Tales of Symphonia Chronicles [PS3, английская версия]",2410.764705882353
88,5037,19,Игры - PS3,"NHL 15 [PS3, русские субтитры]",2372.3157804734306
89,16787,19,Игры - PS3,"Одни из нас [PS3, русская версия]",2316.3711115916167
90,19986,19,Игры - PS3,"Трансформеры. Битва за Темную Искру [PS3, русская документация]",2305.0190388307733
91,5401,19,Игры - PS3,"One Piece Unlimited World Red [PS3, английская версия]",2259.714285714286
92,12681,37,Кино - Blu-Ray,КОЛЛЕКЦИЯ ЛЮКА БЕССОНА (7 BD),2229.30029296875
93,7055,19,Игры - PS3,"Tom Clancy's Splinter Cell: Blacklist. Upper Echelon Edition [PS3, русская версия]",2228.280759515315
94,3181,30,Игры PC - Стандартные издания,"Elder Scrolls Online [PC, английская версия]",2215.862650308264
95,1529,19,Игры - PS3,"Assassin's Creed. Откровения. Ottoman Edition [PS3, русская версия]",2199.0
96,5398,19,Игры - PS3,"One Piece Pirate Warriors 2 [PS3, английская версия]",2198.1885707310266
97,6689,19,Игры - PS3,"South Park: Палка Истины [PS3, русские субтитры]",2195.2785240938347
98,7005,19,Игры - PS3,"Thief [PS3, русская версия]",2194.7221213004786
99,950,19,Игры - PS3,"2014 FIFA World Cup. Champion's Edition [PS3, английская версия]",2194.654810886757
100,1595,19,Игры - PS3,"Assassin’s Creed 3. Special Edition [PS3, русская версия]",2191.8
101,4360,19,Игры - PS3,"LEGO Movie Videogame [PS3, русские субтитры]",2185.199436985028
102,6163,19,Игры - PS3,"Risen 3: Titan Lords [PS3, английская версия]",2184.412120472301
103,19407,19,Игры - PS3,"Снайпер. Воин Призрак 2. Специальное издание [PS3, русская версия]",2181.716239420573
104,2816,19,Игры - PS3,"Diablo III: Reaper of Souls. Ultimate Evil Edition [PS3, русская версия]",2180.729140035849
105,4845,19,Игры - PS3,"Metal Gear Solid: The Legacy Collection [PS3, русская документация]",2178.2245272746127
106,6377,19,Игры - PS3,"Sacred 3. Гнев Малахима [PS3, английская версия]",2168.379113305973
107,7049,19,Игры - PS3,"Tom Clancy's Splinter Cell: Blacklist. The 5th Freedom Edition [PS3, русская версия]",2129.3853104585983
108,10143,55,Музыка - CD локального производства,ВЫСОЦКИЙ ВЛАДИМИР  В записях Михаила Шемякина  7CD (box),2128.4
109,5897,19,Игры - PS3,"Pro Evolution Soccer 2014 [PS3, русские субтитры]",2118.642554749834
110,6388,19,Игры - PS3,"Saints Row IV [PS3, русская документация]",2110.4497487437184
111,2307,19,Игры - PS3,"Call of Duty: Black Ops II [PS3, русская версия]",2105.247621164382
112,3217,19,Игры - PS3,"Escape Dead Island [PS3, английская версия]",2099.0
113,6517,19,Игры - PS3,"Skylanders Giants. Стартовый набор: игровой портал, игра, фигурки [PS3, русская версия]",2098.6666666666665
114,7052,19,Игры - PS3,"Tom Clancy's Splinter Cell: Blacklist. The Ultimatum Edition [PS3, русская версия]",2088.952261306533
115,4470,19,Игры - PS3,"Lightning Returns: Final Fantasy XIII [PS3, английская версия]",2085.8056564331055
116,3544,19,Игры - PS3,"Formula 1 2013 [PS3, русская версия]",2080.2208708389944
117,7791,19,Игры - PS3,"Watch_Dogs [PS3, русская версия]",2055.6619813621164
118,3329,19,Игры - PS3,"FIFA 14 (с поддержкой PS Move) [PS3, русская версия]",2049.1281982167825
119,5893,19,Игры - PS3,"Pro Evolution Soccer 2013 [PS3, русские субтитры]",2042.909090909091
120,2973,19,Игры - PS3,"DmC Devil May Cry [PS3, русские субтитры]",2042.643487305941
121,3933,19,Игры - PS3,"Injustice: Gods Among Us Ultimate Edition [PS3, русские субтитры]",2037.0330302690054
122,3708,19,Игры - PS3,"Gran Turismo 6 [PS3, русская версия]",2027.013132339869
123,4827,19,Игры - PS3,"Metal Gear Rising: Revengeance [PS3, русская документация]",2014.3013467314156
124,6387,19,Игры - PS3,"Saints Row 4. Полное издание [PS3, русская версия]",1999.0
125,6084,19,Игры - PS3,"Rayman Legends [PS3, русская версия]",1995.0590196033452
126,1892,19,Игры - PS3,"Ben 10: Omniverse 2 [PS3, русская документация]",1994.4734195757517
127,3633,19,Игры - PS3,"GRID Autosport [PS3, русская версия]",1991.2452378045946
128,4051,19,Игры - PS3,"Just Dance 2015 (только для PS Move) [PS3, русская документация]",1985.7203453327047
129,13413,19,Игры - PS3,"Комплект Killzone Trilogy: «Killzone 3 + Killzone 2 [PS3, русская версия]» + «Killzone HD [PS3]»",1985.6090068156395
130,3938,19,Игры - PS3,"Injustice: Gods Among Us. Soviet Edition [PS3, русские субтитры]",1982.3919978541587
131,1850,19,Игры - PS3,"Battlefield 4 Limited Edition [PS3, русская версия]",1980.1934978778545
132,21836,37,Кино - Blu-Ray,ШЕРЛОК  1-3 сезон (6BD),1979.7743577223557
133,6629,19,Игры - PS3,"Sniper Elite 3 [PS3, русская версия]",1979.7720831008185
134,14160,19,Игры - PS3,"Ледниковый период 4. Континентальный дрейф. Арктические игры [PS3, русская версия]",1977.6196319018404
135,19362,19,Игры - PS3,"Скрежет металла [PS3, русская версия]",1974.881406544441
136,2750,19,Игры - PS3,"Dead Space 3 Limited Edition [PS3, русские субтитры]",1971.2341043818021
137,5290,19,Игры - PS3,"Ninja Gaiden 3: Razor's Edge [PS3, английская версия]",1968.34375
138,4478,19,Игры - PS3,"LittleBigPlanet 3 [PS3, русская версия]",1961.6130956084444
139,21500,19,Игры - PS3,"Хранители Снов [PS3, русская документация]",1958.5228078741777
140,3044,19,Игры - PS3,"Dragon's Crown [PS3, английская версия]",1952.1315789473683
141,4353,19,Игры - PS3,"LEGO Marvel Super Heroes [PS3, русские субтитры]",1941.9832347696322
142,2049,19,Игры - PS3,"Bound by Flame [PS3, русская документация]",1941.82856968471
143,1461,19,Игры - PS3,"Army of Two: The Devil’s Cartel. Overkill Edition [PS3, английская версия]",1937.3561895701512
144,3630,19,Игры - PS3,"GRID 2. Premium Edition [PS3, русская документация]",1936.4900664285897
145,2809,19,Игры - PS3,"Diablo III [PS3, русская версия]",1935.7978435209775
146,14939,19,Игры - PS3,"Мадагаскар 3 [PS3, русские субтитры]",1928.8951612903227
147,1473,19,Игры - PS3,"Assassin's Creed 3. Exclusive Edition [PS3, русская версия]",1921.2705993652344
148,14125,37,Кино - Blu-Ray,ЛЮДИ ИКС. КОЛЛЕКЦИЯ (1-7) (7BD),1910.9419305098684
149,5289,19,Игры - PS3,Ninja Gaiden 3 (с поддержкой PS Move) [PS3],1899.0
150,3433,19,Игры - PS3,"Far Cry 3 [PS3, русская версия]",1897.362722937921
151,19989,19,Игры - PS3,"Трансформеры. Падение кибертрона [PS3, русская документация]",1896.2386363636363
152,4046,19,Игры - PS3,"Just Dance 2014 (с поддержкой PS Move) [PS3, английская версия]",1889.025
153,17584,19,Игры - PS3,"Пакман в мире привидений [PS3, русская документация]",1887.0437469482422
154,1940,19,Игры - PS3,"BioShock Infinite [PS3, русская документация]",1872.4202927241877
155,2072,19,Игры - PS3,"Bureau: XCOM Declassified [PS3, русская документация]",1869.6436591515173
156,3487,19,Игры - PS3,"Final Fantasy X/X-2 HD Remaster. Limited Edition [PS3, русская документация]",1868.125
157,1811,19,Игры - PS3,"Batman: Летопись Аркхема [PS3, русские субтитры]",1859.4211499877426
158,11811,19,Игры - PS3,"За гранью: Две души [PS3, русская версия]",1857.79319175345
159,5208,19,Игры - PS3,"Naruto Shippuden: Ultimate Ninja Storm 3 Day 1 Edition [PS3, русские субтитры]",1854.6128216911766
160,6098,19,Игры - PS3,"Rayman Origins. Специальное издание [PS3, русская версия]",1840.3333333333333
161,3321,19,Игры - PS3,"FIFA 13 Ultimate Edition (с поддержкой PS Move) [PS3,  русская версия]",1839.5371026643284
162,7001,19,Игры - PS3,"The Walking Dead. Инстинкт выживания [PS3, русские субтитры]",1833.457804597182
163,16665,37,Кино - Blu-Ray,ОТ ПРОМЕТЕЯ К ЧУЖОМУ: ЭВОЛЮЦИЯ (BD),1821.3289951893275
164,2835,19,Игры - PS3,"Dishonored [PS3, русские субтитры]",1816.9256769953547
165,17696,19,Игры - PS3,"Последняя воля Шерлока Холмса [PS3, русская версия]",1814.7803562709264
166,2449,19,Игры - PS3,"Crysis 3. Hunter Edition [PS3, русская версия]",1810.0161977175821
167,16332,19,Игры - PS3,"Новый Человек-паук (с поддержкой PS Move) [PS3, русская версия]",1807.8711458590662
168,5287,19,Игры - PS3,"Ni no Kuni: Wrath of the White Witch [PS3, английская версия]",1805.7813457344432
169,1536,19,Игры - PS3,"Assassin's Creed: Братство Крови. Da Vinci Edition [PS3, русская версия]",1799.0
170,4057,19,Игры - PS3,"Just Dance 4 (с поддержкой PS Move) [PS3, английская версия]",1799.0
171,13075,19,Игры - PS3,"Как Приручить Дракона 2 [PS3, русская документация]",1793.203986232266
172,19403,19,Игры - PS3,"Смурфики 2 [PS3, английская версия]",1791.0782001953125
173,3184,19,Игры - PS3,"Elder Scrolls V: Skyrim Legendary Edition [PS3, английская версия]",1789.071153533153
174,2031,19,Игры - PS3,"Borderlands 2: Game of the Year Edition [PS3, русская документация]",1786.4984889174953
175,1790,19,Игры - PS3,"Batman: Arkham City Game of the Year Edition [PS3, русские субтитры]",1775.99015905502
176,3869,19,Игры - PS3,"Hitman Absolution [PS3, русская версия]",1772.0264690986812
177,15552,37,Кино - Blu-Ray,НАЗАД В БУДУЩЕЕ. ТРИЛОГИЯ (BD),1763.08350253635
178,6132,19,Игры - PS3,"Resident Evil: Operation Raccoon City [PS3, русские субтитры]",1759.6
179,3936,19,Игры - PS3,"Injustice: Gods Among Us [PS3, русские субтитры]",1757.197472397162
180,948,19,Игры - PS3,"2014 FIFA World Cup [PS3, английская версия]",1741.5495766087581
181,5737,19,Игры - PS3,"Payday 2 [PS3, английская версия]",1740.382450331126
182,2763,19,Игры - PS3,"Dead or Alive 5. Ultimate [PS3, английская версия]",1739.6666666666667
183,6135,19,Игры - PS3,"Resident Evil: Revelations [PS3, русские субтитры]",1727.8781043895776
184,4498,19,Игры - PS3,"Lost Planet 3 [PS3, русские субтитры]",1727.7390907981178
185,1471,19,Игры - PS3,"Assassin's Creed 3 [PS3, русская версия]",1724.837636290159
186,2253,19,Игры - PS3,"Call Of Duty: Modern Warfare 3 [PS3, русская версия]",1714.662200489683
187,1856,19,Игры - PS3,"Battlefield 4 [PS3, русская версия]",1697.248236820054
188,7168,19,Игры - PS3,"UFC Undisputed 3 [PS3, английская версия]",1692.237037037037
189,3265,19,Игры - PS3,"F1 Race Stars [PS3, английская версия]",1679.75
190,7718,19,Игры - PS3,"WRC FIA World Rally Championship 4 [PS3, английская версия]",1677.1101445737092
191,2776,19,Игры - PS3,"Defiance [PS3, английская версия]",1675.0227597992996
192,7071,19,Игры - PS3,"Tomb Raider [PS3, русская версия]",1671.9724379157515
193,1962,19,Игры - PS3,"Bleach: Soul Resurreccion [PS3, русская документация]",1664.8333333333333
194,9905,37,Кино - Blu-Ray,ВЛАСТЕЛИН КОЛЕЦ. ТРИЛОГИЯ (3 BD + 3 DVD),1664.8117160225434
195,2738,19,Игры - PS3,"Dead Island: Riptide [PS3,  русская документация]",1660.4561979435691
196,5236,19,Игры - PS3,"Need for Speed Rivals Limited Edition [PS3, русская версия]",1653.945869954427
197,15045,19,Игры - PS3,"Метро. Луч надежды. Ограниченное издание [PS3, русская версия]",1649.8104014125654
198,4533,19,Игры - PS3,"MAG (игра + гарнитура) [PS3, русская версия]",1648.5
199,1893,19,Игры - PS3,"Ben 10: Omniverse [PS3, русские субтитры]",1637.220711844308
200,10706,19,Игры - PS3,"Губка Боб Квадратные Штаны. Планктон: Месть роботов [PS3, русская версия]",1627.411454389799
201,10249,19,Игры - PS3,"Властелин Колец: Война на Севере Day One Edition [PS3, русские субтитры]",1626.0333333333333
202,19454,19,Игры - PS3,"Стартрек [PS3, русские субтитры]",1620.712909167326
203,4835,19,Игры - PS3,"Metal Gear Solid V: Ground Zeroes [PS3, русские субтитры]",1615.1141907462018
204,1836,19,Игры - PS3,"Battlefield 3. Premium Edition [PS3, русская версия]",1613.0723889178964
205,3695,19,Игры - PS3,"God of War: Восхождение [PS3, русская версия]",1604.4198308907303
206,2851,19,Игры - PS3,"Disney Финес и Ферб. Покорение 2-ого измерения (с поддержкой PS Move) [PS3, русская версия]",1598.6666666666667
207,4986,19,Игры - PS3,"NBA 2K12 (с поддержкой 3D) [PS3, английская версия]",1598.0
208,3681,19,Игры - PS3,Ghostbusters [PS3],1598.0
209,6921,19,Игры - PS3,Terminator Salvation [PS3],1598.0
210,7217,19,Игры - PS3,"Uncharted 3. Иллюзии Дрейка. Special Edition [PS3, русская версия]",1597.0
211,7911,19,Игры - PS3,"XCOM: Enemy Unknown [PS3, русская версия]",1594.4952972714264
212,3944,19,Игры - PS3,"Invizimals: Затерянный мир [PS3, русская версия]",1591.8245889632428
213,1485,19,Игры - PS3,"Assassin's Creed IV. Черный Флаг [PS3, русская версия]",1588.179127838652
214,7218,19,Игры - PS3,"Uncharted 3. Иллюзии Дрейка. Издание ""Игра Года"" [PS3, русская версия]",1585.4333526788412
215,1598,19,Игры - PS3,Assassin’s Creed Revelations. Специальное издание [PS3],1582.973884728304
216,7919,19,Игры - PS3,"XCOM: Enemy Within [PS3, русская версия]",1575.3698926051018
217,2769,19,Игры - PS3,"Deadpool [PS3, русская документация]",1570.8621663036433
218,5402,19,Игры - PS3,"One Piece: Pirates Warriors [PS3, английская версия]",1568.742537377586
219,5035,19,Игры - PS3,"NHL 14 [PS3, русские субтитры]",1560.2168744890628
220,6616,19,Игры - PS3,"Sleeping Dogs [PS3, русская версия]",1554.6180004882813
221,6639,19,Игры - PS3,"Sniper Elite V2. Game of the Year [PS3, английская версия]",1552.2573529411766
222,13810,37,Кино - Blu-Ray,ЛЕГЕНДА № 17 (BD+DVD+шайба+автофлаг),1544.0169154575892
223,3877,19,Игры - PS3,"Hitman Absolution: Professional Edition [PS3, русская версия]",1543.8050458715597
224,4906,19,Игры - PS3,"Mortal Kombat. Komplete Edition [PS3, русская документация]",1537.2486721818314
225,13511,19,Игры - PS3,"Комплект «Книга заклинаний» (только для PS Move) [PS3, русская версия] + «Wonderbook»",1537.0331149708936
226,5918,19,Игры - PS3,"Prototype 2. Radnet Edition [PS3, русская версия]",1528.268675287086
227,6503,30,Игры PC - Стандартные издания,"Sims 4 [PC, русская версия]",1527.7355120478144
228,3340,30,Игры PC - Стандартные издания,"FIFA 15 [PC, русская версия]",1516.0229955474715
229,14899,37,Кино - Blu-Ray,МУМИЯ. ТРИЛОГИЯ (BD),1504.5269077845983
230,6512,19,Игры - PS3,"Singstar: Короли вечеринок [PS3, русская версия]",1499.0
231,3716,19,Игры - PS3,"Grand Theft Auto IV Complete Edition [PS3, английская версия]",1498.9957627118645
232,6074,19,Игры - PS3,"Ratchet & Clank: All 4 One (Platinum) [PS3, русская версия]",1498.5
233,13512,19,Игры - PS3,"Комплект «Книга зелий» (только для PS Move) [PS3, русская версия] + «Wonderbook»",1496.3532404016566
234,20957,19,Игры - PS3,"Форсаж: Схватка [PS3, русские субтитры]",1494.403166565714
235,13518,19,Игры - PS3,"Комплект Прогулки с динозаврами (только для PS Move) [PS3, русская версия] + Wonderbook",1492.7644465081046
236,1417,19,Игры - PS3,"Angry Birds Trilogy (с поддержкой PS Move) [PS3, английская версия]",1492.4927536231885
237,21763,37,Кино - Blu-Ray,ЧУЖОЙ. АНТОЛОГИЯ (BD),1491.283926827567
238,6402,19,Игры - PS3,"Saints Row: The Third [PS3, русские субтитры]",1487.2785714285715
239,3705,19,Игры - PS3,"Gran Turismo 5 Academy Edition (с поддержкой 3D) [PS3, русская версия]",1486.500351831336
240,18008,37,Кино - Blu-Ray,РЭМБО ТРИЛОГИЯ (BD),1486.083865559896
241,1521,19,Игры - PS3,Assassin's Creed Братство Крови (Auditore Edition) (PS3),1484.5499877929688
242,6122,19,Игры - PS3,"Resident Evil 6 [PS3, русские субтитры]",1482.1582102060017
243,3479,19,Игры - PS3,"Fighting Edition (Tekken 6+Soul Calibur 5+Tekken Tag Tournament 2) [PS3, русские субтитры]",1480.8060598662405
244,7209,19,Игры - PS3,"Ultimate Marvel vs Capcom 3 [PS3, английская версия]",1477.7285679408483
245,3489,19,Игры - PS3,"Final Fantasy X/X-2 HD Remaster. Standard Edition [PS3, русская документация]",1476.6933962264152
246,6139,19,Игры - PS3,"Resistance 3 (Platinum) (с поддержкой PS Move) [PS3, русская версия]",1467.4536354758523
247,4476,19,Игры - PS3,"LittleBigPlanet 2 (Platinum) (с поддержкой PS Move) [PS3, русская версия]",1463.081187635365
248,4372,19,Игры - PS3,"LEGO Властелин Колец [PS3, русские субтитры]",1462.5062918888
249,27,19,Игры - PS3,"007 Legends [PS3, русская версия]",1461.2285708472841
250,20024,19,Игры - PS3,"Турбо: Суперкоманда каскадеров [PS3, русская документация]",1453.0112359550562
251,6112,19,Игры - PS3,"Remember me [PS3, русские субтитры]",1450.3588677244068
252,17710,19,Игры - PS3,"Праздник спорта 2 (только для PS Move) [PS3, русская версия]",1449.6228346001192
253,17924,55,Музыка - CD локального производства,РОЗЕНБАУМ АЛЕКСАНДР  Музыка стихов  Избранное 5CD (box),1448.9900024414062
254,4284,19,Игры - PS3,"L.A.Noire. Расширенное издание [PS3, русская документация]",1448.5
255,3045,19,Игры - PS3,"Dragon's Dogma [PS3, русская документация]",1447.5696607686705
256,10163,55,Музыка - CD локального производства,ВЫСОЦКИЙ ВЛАДИМИР  Песни о...  6CD (box),1440.375
257,3959,55,Музыка - CD локального производства,JACKSON MICHAEL  Collection  5CD (box),1436.179487179487
258,2846,19,Игры - PS3,"Disney История Игрушек. Парк развлечений (c поддержкой PS Move) [PS3, русская версия]",1425.0198697176847
259,7216,19,Игры - PS3,"Uncharted 3. Иллюзии Дрейка (с поддержкой 3D) [PS3, русская версия]",1405.4749959309895
260,4875,19,Игры - PS3,Mirror's Edge (рус.в.) (PS3) (Case Set),1399.0
261,6373,19,Игры - PS3,Saboteur [PS3],1399.0
262,4882,19,Игры - PS3,Monopoly Streets [PS3],1399.0
263,6103,19,Игры - PS3,"Red Dead Redemption - Game of the Year Edition [PS3, английская версия]",1399.0
264,5008,19,Игры - PS3,"NBA Jam [PS3, английская версия]",1399.0
265,4725,19,Игры - PS3,"Mafia II (Platinum) [PS3, русская версия]",1398.75
266,10402,37,Кино - Blu-Ray,ГЛАДИАТОР (КОЛЛЕКЦИОННОЕ ИЗДАНИЕ) (2BD),1398.6173905082371
